"Company Name","Executive First Name","Executive Last Name","Address","City","State","ZIP Code","Record Type","Latitude","Longitude","Location Employee Size Actual","Location Sales Volume Actual"
"Cafe Luna","Teri","Haymer","610 Main St","Cambridge","MA","02139","Verified","042.362537","-071.094460","00002","$112,000"
"Cafe Luna","","","612 Main St","Cambridge","MA","02139","Verified","042.362615","-071.093966","00006","$336,000"
"Cafe Mami","","","1815 Massachusetts Ave # P7","Cambridge","MA","02140","Verified","042.387294","-071.118395","00004","$224,000"
"Cafe Nero","","","589 Massachusetts Ave","Cambridge","MA","02139","Verified","042.365174","-071.102750","00006","$336,000"
"Cafe Sushi","Sab","Imura","1105 Massachusetts Ave","Cambridge","MA","02138","Verified","042.370614","-071.113351","00010","$560,000"
"Cafe Zing","","","25 White St","Cambridge","MA","02140","Verified","042.389150","-071.118136","00005","$280,000"
"Cambridge 1 Restaurant","Michael","Poole","27 Church St","Cambridge","MA","02138","Verified","042.374523","-071.120035","00031","$1,734,000"
"Cambridge Brewing Co","Phil","Bannatyne","1 Kendall Sq # B1102","Cambridge","MA","02139","Verified","042.366665","-071.090897","00035","$1,957,000"
"Cambridge Common","Holly","Heslop","1667 Massachusetts Ave","Cambridge","MA","02138","Verified","042.382083","-071.119202","00050","$2,796,000"
"Cambridge Deli & Grill","David A","Constantino","90 River St","Cambridge","MA","02139","Verified","042.364075","-071.107716","00002","$112,000"
"Cambridge House Of Pizza","Sophia","Raptis","2420 Massachusetts Ave","Cambridge","MA","02140","Verified","042.397418","-071.130688","00003","$168,000"
"Cambridge Wine & Spirits","David","Fields","202 Alewife Brook Pkwy","Cambridge","MA","02138","Verified","042.390823","-071.139870","00005","$1,399,000"
"Cancun Taqueria","","","1105 Massachusetts Ave","Cambridge","MA","02138","Verified","042.370614","-071.113351","00006","$336,000"
"Cantab Lounge","Richard","Fitzgerald","738 Massachusetts Ave","Cambridge","MA","02139","Verified","042.365912","-071.105135","00010","$537,000"
"Casa Portugal","Fernando","Gomes","1200 Cambridge St","Cambridge","MA","02139","Verified","042.373116","-071.097390","00003","$168,000"
"Catalyst Cafe","","","300 Technology Sq # 1","Cambridge","MA","02139","Verified","042.363169","-071.091491","00006","$336,000"
"Catalyst Restaurant","William","Kovel","300 Technology Sq # 3","Cambridge","MA","02139","Verified","042.363169","-071.091491","00030","$1,678,000"
"Cava","","","82 Ames St","Cambridge","MA","02142","Verified","042.363312","-071.087601","00015","$839,000"
"Central Kitchen","Gary","Strack","567 Massachusetts Ave","Cambridge","MA","02139","Verified","042.364918","-071.102371","00020","$1,119,000"
"Chalawan","","","1790 Massachusetts Ave","Cambridge","MA","02140","Verified","042.386014","-071.119522","00006","$336,000"
"Champions-Kendall Square","Karen","Kalvunas","50 Broadway","Cambridge","MA","02142","Verified","042.362874","-071.085714","00006","$336,000"
"Chang Shing Tofu Inc","Albert","Dao","37 Rogers St","Cambridge","MA","02142","Verified","042.366241","-071.079190","00008","$13,803,000"
"Changsho Restaurant","Jerry","Lin","1712 Massachusetts Ave","Cambridge","MA","02138","Verified","042.383529","-071.119885","00020","$1,119,000"
"Charles Riverboat Co","Russell","Cushman","100 Cambridgeside Pl # 2","Cambridge","MA","02141","Verified","042.367850","-071.075740","00004","$224,000"
"Charlie's Kitchen","Jaap","Overgaag","10 Eliot St","Cambridge","MA","02138","Verified","042.372397","-071.121470","00030","$1,678,000"
"Cheesecake Factory","Monique","Aguilar","100 Cambridgeside Pl # E102","Cambridge","MA","02141","Verified","042.367850","-071.075740","00250","$13,978,000"
"Chef Group Inc","Dao","Li","2372 Massachusetts Ave","Cambridge","MA","02140","Verified","042.396672","-071.129751","00004","$224,000"
"Chian Mai Thai Cambridge Inc","Donald C","Wong","100 Cambridgeside Pl","Cambridge","MA","02141","Verified","042.367850","-071.075740","00006","$336,000"
"Chicago Pizza","Oktaw","Demir","239 Massachusetts Ave","Cambridge","MA","02139","Verified","042.361765","-071.097159","00002","$112,000"
"Chick Chick Boom","","","80 River St","Cambridge","MA","02139","Verified","042.364111","-071.107506","00006","$336,000"
"Chicken Now","","","100 Cambridgeside Pl # F5","Cambridge","MA","02141","Verified","042.367850","-071.075740","00008","$448,000"
"China Visitors Program","John","Veo","720 Massachusetts Ave","Cambridge","MA","02139","Verified","042.365856","-071.105141","00006","$336,000"
"Chipotle Mexican Grill","Abraham","Arita","100 Cambridgeside Pl # F21","Cambridge","MA","02141","Verified","042.367850","-071.075740","00021","$1,175,000"
"Chipotle Mexican Grill","Wilian","Pleitez","227 Alewife Brook Pkwy # B5","Cambridge","MA","02138","Verified","042.389252","-071.143295","00019","$1,063,000"
"Chipotle Mexican Grill","","","255 Main St","Cambridge","MA","02142","Verified","042.362380","-071.084892","00021","$1,175,000"
"Chipotle Mexican Grill","","","50 Broadway","Cambridge","MA","02142","Verified","042.362874","-071.085714","00021","$1,175,000"
"Chipotle Mexican Grill","Raymi","Gonzalez","598 Massachusetts Ave","Cambridge","MA","02139","Verified","042.364833","-071.103062","00021","$1,175,000"
"Cho Cho","Sang","Cho","1815 Massachusetts Ave","Cambridge","MA","02140","Verified","042.387294","-071.118395","00002","$112,000"
"Christopher's Restaurant & Bar","Sarah","Dee","1920 Massachusetts Ave","Cambridge","MA","02140","Verified","042.389157","-071.119906","00050","$2,796,000"
"Church Street Creole Cafe Inc","T Garrick","Steele","32 Church St","Cambridge","MA","02138","Verified","042.374217","-071.120343","00006","$336,000"
"Chutney's","Sanjay","Tansagra","36 Jfk St","Cambridge","MA","02138","Verified","042.372616","-071.119899","00005","$280,000"
"Cinderella's Restaurant","Tony","Barros","187 Hampshire St","Cambridge","MA","02139","Verified","042.372819","-071.099253","00013","$727,000"
"Classic Restaurant Concepts","Macia","Ludwig","649 Massachusetts Ave # 7","Cambridge","MA","02139","Verified","042.365481","-071.103544","00003","$168,000"
"Clover Food Lab-Hub","","","1075 Cambridge St","Cambridge","MA","02139","Verified","042.373307","-071.095027","00006","$336,000"
"Coast Cafe","Anthony","Brooks","233 River St","Cambridge","MA","02139","Verified","042.363120","-071.111628","00003","$168,000"
"Cocoon Biotech","","","700 Main St","Cambridge","MA","02139","Verified","042.365600","-071.104100","00006","$336,000"
"Collette","Loic L","Garrec","1924 Massachusetts Ave","Cambridge","MA","02140","Verified","042.389204","-071.120493","00006","$336,000"
"Commonwealth Restaurant & Mkt","Steve","Postal","11 Broad Canal Way","Cambridge","MA","02142","Verified","042.363270","-071.082560","00015","$839,000"
"Concord Avenue Cafe","Leechan","Yang","294 Concord Ave","Cambridge","MA","02138","Verified","042.383648","-071.134036","00002","$112,000"
"Coop Cafe","","","1400 Massachusetts Ave","Cambridge","MA","02138","Verified","042.373726","-071.119659","00006","$336,000"
"Copacabana","Andre L","Blatka","2378 Massachusetts Ave","Cambridge","MA","02140","Verified","042.396709","-071.129791","00006","$336,000"
"Courthouse Fish Market","Joseph","Damaso","498 Cambridge St","Cambridge","MA","02141","Verified","042.371456","-071.084388","00003","$168,000"
"Courtside Restaurant & Pub","John","Clements","291 Cambridge St","Cambridge","MA","02141","Verified","042.371286","-071.080823","00006","$336,000"
"Courtyard By Marriott Boston","Tony","Schatz","777 Memorial Dr","Cambridge","MA","02139","Verified","042.358672","-071.114710","00125","$14,258,000"
"Craigie On Main","Tony","Maws","853 Main St","Cambridge","MA","02139","Verified","042.363497","-071.098640","00040","$2,237,000"
"Crazy Doughs","","","36 Jfk St # 3","Cambridge","MA","02138","Verified","042.372616","-071.119899","00010","$560,000"
"Cuchi Cuchi","Tamara","Bourso","795 Main St","Cambridge","MA","02139","Verified","042.363388","-071.097265","00030","$1,678,000"
"Cuisine En Locale","Jj","Gonson","67 Pleasant St # 1","Cambridge","MA","02139","Verified","042.362952","-071.109758","00005","$280,000"
